label,text
-1,مش عارف ايه نظرية المؤامره دى؟
-1,يوم للاستجمام . روعه المكان والفندق ممتاز وفخم وطاقم الفندق. رائع. ويهتمون للأطفال وراحتهم. شكرا.
-1,مش قادرة أتخيل انى استحملت اقراها ومش قادرة أوصفلك وجعت قلبى قد ايه .. بجد أسلوب كتابة رائع خيال مالوش حدود وحزن فظيع عجبتنى بقدر ماوجعت قلبى بالظبط. فعلا ابداع يستحق الفراءة رائعة :
-1,"لعشاق الهدوء والاماكن الراقية . الافطار جدا رائع والطاقم محترم ويلبي الطلب باسرع وقت تسجيل الدخول سريع واستلام الغرفه المكان اكثر من رائع من ناحية الحجم والنظافة والهدوء السرير رائع والغرفة نظيفه والمسابح كبيره ونظيفه انصح من يبحث على الهدوء يزور هذا الفندق ،سأكرر الزياره. لاشي"
-1,ممتاز . كل شي. موظفي الاستقبال لا يتحدثون اللغة العربقة
-1,بجد مجتمع جاهل لما يوصف كاتب عظيم زى علاء الاسوانى بالشذوذ و العهر. بجد رواية اكتر من رائعة
-1,"من أفضل ما قرأت. حيث يرصد الكاتب فيه الحالة الإسلامية التي يريدها، والتي لطاما تمنيتها أنا أيضا. ولكنه عبر عنها بأسلوب رائع من حلم بالجهاد وزوال الحدود والأمة الإسلامية والخلافة ...إلخ. ويرصد أيضا حالة الإسلاميين قبل وبعد الثورة و بعض التصرفات التي يعتبرها تحولا للأفضل وأخرى يعتبرها تحولا للأسوء. وبعض التصرفات الأخرى التي يكتفي برصدها دون أن يعلق عليها. استمتعت بالفعل بقراءة هذا الكتاب، جزى الله كاتبه كل خير"
-1,من زماااااااااااان حوالي سنه ما قرأتش كتاب لنبيل فاروق ولكن العوده مع هذا الكتاب تثبت أني خسرت نشاط كثير للعقل عن طريق خيال كتبه الرائع
-1,"قرأت لأمبريو ايكو رواية اسم الوردة والتي اعجبتني جدا وفاجأتني فقليل جدا ان تجد اعمالا روائية مترجمة تبهرك وتشدك. ومن خلالها احببت اسلوب ايكو الروائي وهنا في روايته الجديدة مقبرة براغ ايضا فاجأني وصدمني باسلوبه السردي البديع.. رواية استثنائية بامتياز من حيث طبيعتها وجوهرها، و سردها التاريخي لاحداث جسام. واجهتها اوربا الغربية في القرن التاسع عشر والقرن العشرين ، وبخاصة في فرنسا وايطاليا حيث. تفشت مظاهر الدسائس والمؤامرات والغش والتضليل والتزوير ، ودور اليهود والماسونية في هذه. الاحداث ، وبالذات ما يطلق عليها بروتوكولات حكماء صهيون ؛ وفيما اذا كانت هذه البروتوكولات. حقيقية ام مزيفة. حسب ماقرأت انه عندما ظهرت رواية مقبرة براغ في عام ، أثارت جدلا واسع النطاق في الأوساط الروائية الأوروبية وغيرها لما. تضمنته من تكريس واضح وتكريس فاضح لكره الآخر الذي تكرسه شخصية سيمونيني الحاقدة على أجناس. البشر وأصنافهم الثقافية؛ فهذا الرجل يكره اليهود واليسوعيين والقساوسة ورجال الدين عموما، ويمقت النساء، و. الفرنسيين رغم أنه أحدهم، والإيطاليين عندما يهزأ منهم، وكذلك الماسونيين، ويكره الفنانين والعلماء؛ يكره بيتهوفن. وفرويد وغيرهما، حتى تبدو الصورة قاتمة، لكن سيمونيني بدا ملتزما بما قطعه على نفسه عندما قال أريد أن. أعرف من أنا؟. الرواية ومن خلال فصولها الاولى قد تبدو سهلة ومرنة ومفهومة الا ان ذلك غير صحيح ما ان تتعمق اكثر في. القراءة حتى تبدأ تواجه بعض الصعوبة في محاولة فهم الاحداث وتشابكها وكذلك صعوبة في فهم التحليل النفسي للشخصيات. ، الا اني اعتقد ان القاريء المحترف، قادر على التعامل مع اسلوب الرواية وتشابك احداثها ، اما القاريء الهاوي. سيجد نفسه وقد اسقط في يده وتشتت انتباهه وفقد متعة القراءة لعدم تمكنه من استيعاب اللغة الخيالية المحبوكة بدقة متناهية. رواية جديرة بالقراءة وترجمتها جيدة جدا"
-1,حسيت انه قدم اقتراحات حلول لمشكلات مراهقة بس بطريقة غير مباشرة يعني هو مش كتاب كوميدي وبس
-1,"جيد. النظافه والاثاث والاطلاله ع البرج افضل من البحر. الاستقبال .. سيئ جداا اقصد الموظفين . هذي مرة احجز واكتب طلبات خاصهعلى البوكنغ ويتم ارسال رساله موافقه عن طريق الايميل لكن اتفاجئ بالفندقلم يوفر المطلوب ابدا ارجو النظر في ذلك ثانيا انا دافعه قيمه الغرفه معافطار واخر شي تقولي الموظفه غير شامل الافطار وتصر رغم ان الحجز بيديمووجود شامل الافطار بعد مارفعو ضغطي طلعت من الفندق وافطرت بالخارج وعندالشيك اوت كلمت مدير الفندق وشيك ع حجزي طلع شامل الافطار هنا انا طالبتبالمبلغ يطلع حول قال،بعوضك بالمرات الجايه اي مرات اي خرابيط بصراحهمااعيد السكن فيه"
-1,استثنائي. . المواقف تعبانه
-1,مكان للراحه وخاصه لاكان معاك اطفال و عندك ترانزيت . مكان القريب من المطار والنظافه والتوصيل من والي المطار والمعامله. وجود مكان لشرب وبيع الخمور وهذا مااودك ان العائله اتشوف مثل هالاشياء
-1,"العيش كصورة ،. قرأته في فترة الامتحانات. ولحسن الحظ ، كان الانترنت منقطعا عن منزلنا. جربت حقا معنى الابتعاد عن العالم الافتراضي ، والعيش مع نفسك ، استيعاب عالمك الحقيقي بصورة أوضح. لاحظت كيف باتت أواصر العلاقة في عائلتنا أمتن. فتحت مجالات للحوار والمناقشة أكثر، أشعرتك ببركة في يومك. في المساء جلسنا سويا جلسة أفقدتنا متعتها تلك الأجهزة... الكتاب جيد خصوصا أنه مدعم بالدراسات والأبحاث ، والتي تزيد من مصداقيته. الكثير من الأفكار التي تكلم عنها أتفق عليها ، ولا بد أن تجرب الابتعاد حتى تلاحظ الفرق. بالتحديد موضوع المقارنة لفت انتباهي، أعاني منه شخصيا ، حيث أنني كلما أغلقت الفيس بوك شعرت بشيء من اليأس قد تسلل إلى نفسي ، بعد أن أغرق في صفحات الأخرين وأنا أقرأ في إنجازاتهم وأعمالهم ... لاحظ كيف يدفعك للوراء هذا الشعور . وأحيانا تكون أفضل من الشخص ذاته. لكن لا يمكن لنفسك ألا تقارن ، صعب جدا . وغيرها من الأمور ذكرت لا ريب في صحتها ... يوجد عدة نقاط سأدلي رأيي بها حسب التجربة. التكنولوجيا بمختلف مجالاتها سلاح ذو حدين وأنت وحدك قادر على اختيار أي طريق تريده ،. فيها مجالات تعود بالنفع والتحفيز وأخرى تؤثر سلبا و بشكل سيء. فمثلا بالنسبة للفيسبوك ، ميزاته معروفة كالتواصل الذي لا بد منه ومشاركة الأصدقاء حياتهم إلى حد معقول، والتسلية. وفيه سلبيات كالتي ذكرت. لكن بإمكاننا تفادي سلبياته ، هكذا أمر يعود على إرادة الشخص وحرصه على وقته. مثلا بإمكانك ألا تتبع الأصدقاء الذين ينشرون. السخافات أو الأفكار السيئة والمحبطة. مثل أولئك الذين يشركون الناس بأتفه تفاصيل حياتهم. اشتريت قميصا جديدا . ذهبت إلى المطعم مع رفاقي ونشرت الصور . زاد وزني كثيرا . لا يوجد داع لأن تشاركهم في ضياع أوقاتهم . أبعدهم عنك قدر المستطاع. ثاني خطوة أن تحدد عدد معين من الساعات التي تقضيها عليه. وتدخل فيها إلى الصفحات الهادفة والمجموعات الثقافية ، بعد أن تضعها في المفضلة. وإن كان لا بد من استخدامه فأنت تحافظ على وقتك وتشغله بما يفيدك. حتى الأصدقاء يمكنك أن تضع في القائمة المقربين منهم ، من يشبهك فكريا فيحصل منفعة متبادلة. بالنسبة لي : تعلمت الكثير من خلاله لو استغللت ميزاته لوجدتها ، ك تنمية الذائقة الأدبية حين تقرأ لعدد من الأصدقاء ،. والمنافسة الحسنة بينك وبينهم. التي تزيد من حماسك وتساعدك على إتقان عملك. وتتابع آخر أخبار الكتاب والبحوث العلمية والتطور ... بالنسبة للوسواس الذي ينتابك ما إن أغلقته ويشتت تركيزك الذي تحتاجه بشدة للعمل والدراسة. فهذا صحيح لكن أعود لنفس النقطة ، بإرادتك أنت تستطيع أن تقضي عليه. حاول أن تخفف من النشر اليومي وتحديث الحالة ولا تتحدث في مجموعات مع أصدقائك فيبقى ذهنك متصلا بها. أعتقد أنه كتب لأولئك الذين دخلوا في حالة إدمان ،الفارغين من الداخل الذين يقضون الساعات الطوال في تقليب الأخبار ذاتها. وربما من ليس لديه اطلاع على مواقع الانترنت الأخرى الأكثر فائدة. وأقل تأثيرا سلبيا. أشجع جدا على ترويجها وحثهم على القراءة والبحث منها... . في النهاية لا ضير في استعماله ما دمت متوازنا ، بينه وبين الواقع. لا إفراط في أي منهما ، وإن طغت ميزاته عندك على سلبياته. و ما إن لمست خللا في حياتك أو فقدانا للتوازن.. أغلقه وحاول تدريجيا أن تعود لواقعك وذاتك. مما أعجبني. عالمي هو بالفعل أصغر الآن ، لكنه أكثر عمقا . قريبا سيكون الصمت قد أصبح مجرد أسطورة ، الإنسان أدار ظهره للصمت ، يوما بعد يوم يخترع آلات وأجهزة تزيد من الضجيج وتصرف انتباه البشرية عن جوهر الحياة ، عن التفكر وعن التأمل . :"
-1,جيد . موقع الفندق و تصميم الفندق و النطافة و الراحة. عدم تجهيز طلبات شهر العسل
-1,فندق جميل وموقعه مميز . سعره مغري وموقعه جدا مميز .. يعيبه طاقم الاستقبال السيء. طاقم استقبال لا يصلح الا لبيع الفلافل
-1,اهلاوى حتى النخاع لكن استمتعت بالكتاب حتى آخر كلمة :
-1,جيد. . صعوبه في الحصول علي تاكسي
-1,"فندق يستحق الزيارة فندق رائع بمعنى الكلمة ،،، ومريح جدا ،،، وخاصة موظفي الاستقبال والإدارة كان استقبالهم ممتازا ،،، وخصوصا الأستاذ فيصل ،،، والإقامة كانت مريحة جدا ونظافة الغرف كانت ممتازة والمواقف مظللة والموقع ممتاز بعيدا عن الإزعاج"
-1,الجميل هنا هو الفكرة المطروحة فهي مميزة و تستحق جوائز الأوسكار هذا رأيي الشخصي لكن أحب أن أنوه أنني قد تابعت الفيلم قبل قراءتي للرواية ما يجعل تقييمي تقييم مزدوج يقيم الرواية و العمل الدرامي معا. استمعت جدا بالأحداث التي تعكس مشاكل العالم العربي تحديدا وهذا ما جعلها رواية فريدة لا تنسى
-1,"الكتاب حلو جدا بس حلو بوجع، اعتقاد فقد من تحب صعب جدا"
-1,فندق مميز . اعجبني الموقع والنظافه.
-1,رائع. خدمه المواقف. وقيمه الغرفه مناسبه نوع ما .وكل ما أذهب إلى دوبي رايح أستأجر في فندق النجوم. يحتاج تغير السرير
-1,استجمام وعبادة . الفندق ممتاز الا اني بينت للاستقبال ان الغرفة بعض الدود كالناموس والبعوض وغيره وهذا غريب. عدم النتباه للدود من بعوض ونامس وغيره .
-1,ممتاز . أشياء كثيره. لا شي
-1,الرحلة الصيفية . الموقع والشقة واسعة والقيمة. لا شي
-1,".أزاي تكتب ريفيو للكاتب اللي عرفك أزاي تقرا اللي فتحلك عالم كبير. الكتاب فيه. ال . المميزة بتاعت أحمد خالد توفيق اللي تقدر تقول مين اللي كتب الكتاب حتى لو ملوش غلاف. الكتاب التيمة بتاعته مش جديدة أوي بس زي ماهوا معروف عن أحمد خالد توفيق أنه بيجيد خلط و حبك القصة في. خليط كدة مصري غربي بدون مايحسسك إن القصة دي متنفعش تحصل هنا أو غريبة عنا. بس بردو الكتاب بيعاني أنه كان ممل في أحيان كتير و أجزاء كتير كانت ممكن تتشال لتسريع الريتم شوية. لكن في النهاية الكتاب يستحق القراءة. لقد مات محمود لأنه أقترب من الحقيقة أكثر من اللازم، فلم. يتحمل و احترق وذاب جناحاه .. هوى من حالق ليغرق وسط محيط ثائر ... مثل إيكروس"
-1,"أعمق أجزاء السلسة و أمتعها... تدبر الكاتب لمعاني الركوع و السجود يبحر بالقارئ بعيدا و بأسلوب يجعلك تتسائل: كيف لم أنتبه لهذا؟. لا أحبذ في الغالب إطلاق التأويلات على العبادات ولا حتى آيات القرآن، لكن العمري أبدع في بساطة الطرح و ترابطه. لولا مفهوم الكاتب للنهضة كهدف بعيد نحن مجرد معبدين لطريقه لأجيال قادمة لاستحق النجمة الخامسة، وربما السادسة..."
-1,مش عارفة أقول ايه بصراحة ... الرواية حلوة جدا اللغة قوية بشكل ملفت بصراحة عيشت مع كل جملة وكل كلمة ف الرواية منكرش إنى إفتكرتها هتبقى رواية مملة عشان مشهورة ع الفيس بوك بس لأ خيبت ظنونى وطلعت حلوة واستمتعت بيها وأنا بقرأها. يمكن العيوب اللى فيها هي ف الفصول الأولى خاصة فصل دخولها الإصلاحية وبعدين خروجها على كلية طب وشغلها ف مركز بعد كدة؟ مش عارفة بصراحة هو الحوار فلت من الكاتبة شوية كمان سن وعد وفترة دنيا ف السجن والتطويل الرهيب اللى ف وصف شوية حاجات كدة.. إفتكرت ف أول الرواية إن زياد هيرجع بقى وتتولد قصة حب وبلا بلا بلا من الدراما الهندية دي بس لأ حصلت قص حب أجمل عشقت تفاصيلها حبيت جدا العلاقية اللى بين رؤوف وريم واللى كانت بين ريم ووعد واللى بين الثنائى الجميل ده اتأثرت بيها شوية وبالحوارات اللى بينهم ... حزنت شوية على موت أبوها ف الآخر اتمنيت يفضل عايش لحد ما يشوف بنته بعد كل المعاناه اللى حكاها فرغلي ... ف الآخر ليت كل الرجال رؤوف ... شكرا منى سلامة على ال ساعات اللى عشتهم مع الرواية وعيشت كل تفصيلة فيها ... كنت هدي الرواية نجوم بس قولت عشان فعلا حبيتها جدا
-1,روعه يادبي . كل شي الموقع اكثر من ممتاز وتوفر السينما والمطاعم. قله التكاسي ولاننا انتظرنا نص ساعه للتاكسي للمغادره
-1,جيد. . جهاز التلفون بالغرفة لا يعمل.التأخير في عمل تسجيل الخروج .
-1,عامه جيد . . الحمامات لا يتوفر فيها رشاش ماء ملحق بالمراحيض للنظافة الشخصية.العاملين في الريسبشن بحاجه الى دورات في كيفية التواصل الفعال مع العميل و يجب تأهيلهم كموظفين واجه
-1,"جيد. النظافة، القرب من الحرم، الطاقم متفهمين وذو تعامل حسن، خدمة الغرف مفعلة بشكل جيد، بوفيه الافطار ممتاز.."
-1,أنا في البيت. والجدران. من غير الأحبة . سجن
-1,شكرا تشلسي على حسن الضيافة . الشكر والتقدير الي جميع موظفين الاستقبال وبالاخص الاستاذ أحمد لمواقفة الرائعة مع والدتي. الف شكر لك.
-1,من اروع القصص التي قرأتها. لم اقرأ للمنسي قنديل من قبل لاني لا اهوى الروايات التي بها حبكه تاريخيه او سياسيه ولكن ما ان سمعت بأسم هذه الروايه حتى شعرت بفضول الرومانسيه التي بداخلي ان اقرأها.. ولكن لم اتوقع ان تكون الحبكه بهذه الروعه ولا ان تكون القصه بهذه المتعه ولا الاسلوب الروائي بهذه السلاسه.. قصه غريبه وبسيطه بنفس الوقت وتتابع الاحداث مقنع ورحله البحث عن شخص احتمالات ان ينقذ بالعثور عليه حبيبته من قبل اشخاص لايعرفونه او يعرفونها او يعرفون بعضهم البعض. وتعارف على الشخصيات من خلال هذه الرحله المشوقه.. القصه فيها الكثير التاويلات والتشبيهات للواقع السياسي في بدايتها ولكن بطريقه واضحه وبسيطه لتوصيل واقع ومعاناة مجتمع من الاوضاع واهم شي واقع تاثيرها النفسي على البشر من شتى الطبقات.. تستحق القراءه وشدتني لان اقرأ للمنسي قنديل.
-1,فندق ممتاز وسعره رخيص . أعجبني الموقع رخص الفندق سرعة إستلام الغرفه سرعة إجراءت الخروج حسن ولطف تعامل طاقم الموظفين نظافه الغرفه وأشكر الأستاذ أحمد محمد على لطفه في التعامل. موقف السيارات كان ضيق للغايه
-1,قدرة لغوية و استعارات متميزة
-1,كتاب يستحق اكتر من خمس نجوم فى رايى :
-1,خيااال وتعامل جميل . كل شئ رائع وشكرا للأخوان في الإستقبال خصوصا الأخ مهند. لا شئ
-1,"جميل . قريب من محطة المترو . والغرفة جميله واثاثها مميز ، ومطل على برج خليفه . ذكرت في البوكينق حديث زواج وقدمو لي كيكه ، ورتبو السرير بشكل جميل وورود .. كثرة الاجانب ، ووجود الخمور . وبطء النت"
-1,اسلوب الكاتبه ف السرد جميل وممتع جدا
-1,"تجربتي مميزة في فندق رافلز الفندق رائع جدا ونظيف للغاية والخدمة فيه راقية، لكن سعره مبالغ فيه . ويناسب الفندق سفريات شهر العسل وأول فترات الزواجن والخدمة فيه جميلة والموظفين مميزين والاكل طيب لكن المشكلة المكيف بارد وما يغلق أبدا"
-1,ياللله على هذا الكاتب حقيقي رائعة كتاياته. تأثرت جدا بالرواية وتخييلت نفسي معاهم
-1,راحة . بشاشة الموظفين واهتمامهم الغير معهود في غيره من الفنادق السرير مريح جدا اسهل واسرع تشك ان وتشك اوت والاكل كانت تجربة لذيذة. المناشف صغيرة جدا مناشف اطفال ههههههههه
-1,كتاب مفيد مفيد مفيد جدا بالنسبة لي شخصيا وبخاصة الجزء الأخير منه النصف الثاني عندما بدأ في إقتراح عدة كتب لقراءتها كبداية في مجالات مختلفه كالسيرة والتاريخ والتربية... إستمتعت جدا جدا بهذا الكتاب :
-1,الكتاب لذلذ ..ردود د.مصطفي علي المشكلات ليست دائما شافية وقاطعة. ..ولكن المشكلات حقيقةوواقعية وواضح انها من زمان بعيد ..الكتاب فيه مشكلات تنفع سيناريوهات افلام او اتعملت
-1,سأقتبس لكم مقطعا من الخاتمة ... لكي تصون الحقيقة وتضبط حدودها يجب أن تعرف هذه الحقيقة وأن تعرف غيرها معها .. قد تقول : وما شأن هذا الغير ؟ . ولماذا يخدش الجهل به حسن التصور للحق المجرد ؟. و الجواب أن الصورة الكاملة لا بد لها من حدود تنتهي إليها وعند النهاية المرسومة لهذه الحدود تبدأ حقائق مغايرة .. ولن تتميز معرفة الشئ إلا إذا عرفت الأغيار المجاورة له أو المشتبهة به ولذلك قال الأقدمون : بضدها تتميز الأشياء . رحمك الله يا غزالي
-1,"رواية مونتريالية غرائبية بقلم الروائي اسامة علام شعرت حين قرأتها بانها روايه مترجمة تدور احداثها في مونتريال الكندية تطرح قصص واحلام المهاجرين في المدينه، هي قصة الرجل المدهش فرنسوا ليكو الذي عمل في مهنتين متناقضتين مهرج وزمين موتى وكانه يقدم لنا التناقضات التي نقابلها في الحياة.. الرواية مليئة بالغموض والخيال والسحر والغرائب واللا معقول فابطالها غير تقليديين على الاطلاق.. هي قصة اختفاء فرنسوا ليكو وعلاقته مع العجائز الثلاثة نينا المضحكة،ايزابيلا التي تضع الحفاضة،شانتال رائحه الخنزيرة . الروايه ممتعة واتمنى ان اقرا روايه جديده للسيد اسامه علام تتناول مشاكل العرب المهاجرين بشخصيات واسماء عربية."
-1,ابو احمد السعوديه الشرقيه . ممتاز والنظافه ممتازه والهدوء والفخامه وتقييمه خمس نجوم والنادي للاطفال ممتاز جدا. الاصنصير دئما مزدحم والانتظار ياخذ وقت طويل بعده الموقع وعن الخدمات واخ تامين اجباري ريال مسترده في الخروج
-1,جيده جدا . المطعمالهدوءالباصات متواجده ع طولالموقع ع شارع تجاري كل ماتريد من حولك. انشغال الاستقبال ع مدار الساعه وعدم الردالوافاي سئ سئ سئ للغاليه
-1,كتاب يدرس. رائع بمعني الكلمة بس لازم تقراه و معاك ورقة و قلم..
-1,"فندق ممتاز . نظيف ،مريح، خدمات الغرف ، مواقف سيارات مجانية ، نت مجاني ، السعر جدا ممتاز."
-1,بسبب أطلال أم كلثوم تحمست اقرأ الكتاب. الكتاب عبارة عن تعريف القارئ بناجي وزازا أو ناتاشا . معلومة استغربتها وهي إن مقدمة الأطلال كانت عبارة عن يافؤداي رحم الله الهوى... كان صرحا من خيال فهوى . فتغيرت مع أم كلثوم لتكون يافؤادي لاتسل أين الهوى :
-1,قراءة هذا العمل ضرورة.
-1,رواية مأساوية. تأثرت بها جدا لأني دائما أشعر بالغموض تجاه قصص مدمني المخدرات الواقعية. سبب اختياري للرواية هو أني أردت فهم تسلسل أحداث حياة المدمن وكيف ينزلق في هذا الطريق. تفاصيل الرواية قد تكون مملة للبعض ولكن بالنسبة لي كانت مشوقة مؤثرة للغاية
-1,"روايه راااائعه انتهيت من قرائتها في يومين ،، لسه مخلصها حالا. الكاتب ابدع فيها اكييد و تجسييد للاحداث تجعلك داخلها وتعاصرها ،، ربط بين الاحداث ،، واعمال للخيال لدرجه انه جعلك تستنبط بعض الاحداث مثل ان ادام هو من كان يسكن ف الشقه ويصدر الاصوات لافزاع الناس وجعلهم لايسكنون ف العماره ،، وزي كان بيعرف ازاي مكان الضحيه التانيه من خلال استجواب الضحيه السابقه عن طريق استخدام المواد الكيمائيه ،، توصيف لم يحدث بدقه ف عالم امن الدوله ،،. لكن ف المقابل هي روايه دمويه ،، رعب بكل ما تحمله الكلمه من معني ،، يعني اللي يقراها يكون قلبه جامد حبتين . تستاهل نجووم. و في انتظاار قرائه مخطوطه ابن اسحاق للكاتب"
-1,جميلة ومؤثرة احببت استيفن وسخطت كثيرا على ماجدولين إما إدوار فلا تصفه سوى كلمة نذل
-1,"نصحنا شيخنا بمدرسة شيخ العمود بقراءة هذا الكتاب وبعد انتهائي من قراءته اشتريت نسخة صغيرة له أحملها في حقيبتي لأعاود قراءتها كلما خطوت إلى درس علم أو هممت بقراءة كتاب ، وكان لهذه الكلمات القليلة عظيم الأثر في نفسي وبخاصة قوله في الرسالة الأولى :. أيها الولد : من جملة ما نصح به رسول الله ص أمته أنه قال: من علامات إعراض الله تعالى عن العبد اشتغاله بما لا يعنيه وإن امرءا ذهبت ساعة من عمره في غير ما خلق له لجدير أن تطول عليه حسرته إلى يوم القيامة ومن جاوز الأربعين ولم يغلب عليه خيره شره فليتجهز إلى النار وفي هذه النصيحة كفاية لأهل العلم . ومازال يتردد في أذني من ذاك الوقت قوله نقلا عن الإمام الجنيد الذي رآه تلميذه بعد وفاته فلما سأله ما الخبر يا أبا القاسم فقال :. طاحت العبارات وفنيت الإشارات وما نفعنا إلا ركيعات ركعناها في جوف الليل . وما أبلغه حينما قال :. اجعل الهمة في الروح والهزيمة في النفس والموت في البدن لأن منزلتك القبر وأهل القبور ينظرونك في كل لحظة متى تصل إليهم ..إياك إياك أن تصل إليهم بلا زاد قال أبو بكر الصديق رضي الله عنه : هذه الأجساد إما أقفاص طيور أو اصطبل دواب فتفكر في نفسك من أيهما أنت . وها هو يجمع ما قيل عن حسن الخلق في جملة مبينة عن المعنى ببلاغة عظيمة فيقول :. وحسن الخلق بالناس هو أن لا تحمل الناس على مراد نفسك بل تحمل نفسك على مرادهم ما لم يخالفوا الشرع . ولربما كان أعظم ما تعلمته من درر هذا الكتاب أن العلم الذي لا يعمل به صاحبه ويكون له أثر في قلبه من زيادة تعلقه بالله وخشيته منه فلا فائدة منه وأن العلم الذي لا يبعدك عن المعصية ولا يقربك من الطاعة فلن يبعدك عن النار . ختاما أنتهي بمسك الختام وأقتبس قوله الآتي :. ابذل روحك فإن رأس هذا الأمر بذل الروح . ألا يا روح فاختاري بين دنس الأرض والركون إليها وطهر السماء والتسامي إليها ولا يستويان كما لا تستوي الظلمات والنور ولا يستوي الأعمى والبصير ."
-1,مكان جيد الموقع والنظافة وتعامل الموظفين راقي . كل شيئ. لا شيئ
-1,هذا الكتاب يمثلني وبشدة ابداااع
-1,جميله . جميل جدا كل شي. عدم التنوع بأصناف الفطور وليس بالمستوى المطلوب بطىء خدمه الغرف طلبت ماء جلست اكثر من ربع ساعه انتظر واتصل اكثر من مره
-1,كنت دوما أخاف من روايات الجوائز وأتوجس منها .. ولكن شوق الدرويش فاجأتني .. حمور زياده. أمتعنا بالسرد المشوق وتقنيات الكتابه المتعدده ..
-1,ممتاز. الفندق جميل ومرتب اهتمامهم في نظافة الغرف. تأخر في وصول سيارة عند طلبها من المواقف
-1,كتاب لل يقرأ الا ع مهل. كل مقطوعة به قابلة للاقتباس. كلمات تقرأ بالقلب لا بالعين. وكما قال اقرؤا بعيون قلبكم. ترون الاشياء اجمل ..
-1,سيرة مختصرة لاعظم شخصية في التاريخ من وجهة نظر الكاتب. لذيذ بس انا كنت شاريه زمان ب جنيه مش عارف اشتريته ليه :
-1,"ممتاز. القرب من الحرم والراحة والاطلالة الرائعة والسعر ومساحة الغرفة ،،. موظفين الإستقبال تحت الجودة المطلوبة وغير منظمين ومشاكل كروت الغرف كل كم ساعة تحتاج اعادة تفعيل واللوبي صغير ولايوجد كراسي كافية للجلوس والانتظار"
-1,فندق رائع . المكان في المول ونظافة الغرف. عدم وجود قفل للباب بين الغرف والافضل ان يكون قفل للباب بين الغرف للخصوصيه
-1,"راحة تامة الإقامة ب هي تذوق لحسن الضيافة الليبية بأروع مقاييسها. تم الإعتناء بكل ما يتعلق بزيارتنا، بدءا من تأشيرة السفر مرورا بتوصيل المطار إلى تنظيم رحلات إلى سبراطة و لبدة الكبرى. لم تفوتهم ادنى التفاصيل. علي، مدير المنشاة الممتاز والخدوم رسم لنا خرائط النزهة مشيا لمدينة طرابلس كما أرسلت لنا نادية بإرشادات تتعلق بسفرنا و أشرفت على تحضيير الأطعمة المطبوخة منزليا. الإقامة هنا كانت بمتابة النزول في بيت ليبي كضيف دفع التكاليف بدلا من النزول بفندق."
-1,جيد . . لا يوجد غير حمام واحد في الشقة
-1,اول كتاب اقراه لتشومسكي و واضح انه مش الاخير. وزي ما كل الطواغيت بتستخدم المثل العليا لشرعنه حكمها .. الطبقة الحاكمة ف امريكا كذلك. عدو البشرية هو الاستبداد حتي لو كان ف حله ديمقراطية
-1,والله الحمدلله كانت اقامه ممتازه وكل شي كان مريح وان شاء الله لنا زياره اخرى . الغرفه مناسبه والتكييف جيد والسرير جدا مريح. البوفيه غير متنوع
-1,"جيد. الدخول المجاني لحديقة الالعاب المائية. شرفة الغرفة صغيرة جدا واستطيع القول انها لاتعد شرفة وانما نافذة كبيرة والاثاث لايرق ال مستو الفندق، لايوجد شطاف في حمام الغرفة لم يكن الماء في المسبح دافئا بشكل كافي خصوصا مع برودة الجو في شهر فبراير بعض الالعاب في الحديقة المائية لم تكن مجانية وسعرها"
-1,روايه مشوقه مشاعر راقيه اختيار اسماء متناغم و الاهتمام بتفاصيل ممتع سعدت بقراءتها
-1,جيد. الفندق ممتاز والموقع ممتاز. خدمه الغرف بطيئه
-1,"كانت رواية أروع من رائعة. تصف تفاصيل ما حدث في ذلك الوقت، الآمال والألام، الأحلام و الأوهام. و أن لا سبيل لاسترداد خلدون، ريشات الطاووس، البيت ،حيفا و كل شيءالا بالسلاح و بحرب جديدة تكون أكبر و أشد قسوة من سابقتها"
